,User Name,Time Stamp,Text of Tweet,Compound Score,Positive Score,Neutral Score,Negative Score
137,CNN,Thu Nov 07 15:51:23 +0000 2019,This one-legged skeleton is believed to be one of Napoleon Bonaparte's generals. A team of archaeologists discovere… https://t.co/ruAVlOHTNe,0.0,0.0,1.0,0.0
138,CNN,Thu Nov 07 15:40:05 +0000 2019,"After more than 30 years with the Chicago Police, Superintendent Eddie Johnson is expected to announce that he is r… https://t.co/4oRg2sqXA8",0.0,0.0,1.0,0.0
139,CNN,Thu Nov 07 15:31:37 +0000 2019,A 10-year-old boy walking home from school in Philadelphia was critically injured Wednesday when he was shot in the… https://t.co/7bzNlHI6ko,-0.4019,0.0,0.87,0.13
140,CNN,Thu Nov 07 15:20:22 +0000 2019,"She lost by 0 votes in 2017. This year, she won by 3,487. https://t.co/YIdQ7ZsNDO https://t.co/MQx1MPxUJG",0.34,0.206,0.667,0.128
141,CNN,Thu Nov 07 15:11:38 +0000 2019,A new study finds people who feel they aren't supported by their extended family are more likely to suffer chronic… https://t.co/oDSMsTsEah,-0.6933,0.0,0.759,0.241
142,CNN,Thu Nov 07 14:58:50 +0000 2019,"Facing increased scrutiny, Facebook is considering making some changes to how it handles political ads, a source te… https://t.co/hxI4nH2Ynp",0.2732,0.11,0.89,0.0
143,CNN,Thu Nov 07 14:56:29 +0000 2019,Two-time World Cup winner Alex Morgan says she plans to return to the national team in time for the 2020 Olympics https://t.co/PUEAgoGspn,0.5859,0.153,0.847,0.0
144,CNN,Thu Nov 07 14:42:49 +0000 2019,"Do you suffer from insomnia? You may be more likely to suffer a heart attack or stroke or develop heart disease, ac… https://t.co/WVRtpTyVCw",-0.8779,0.0,0.653,0.347
145,CNN,Thu Nov 07 14:35:23 +0000 2019,"Italian school students in every grade will be required to study climate change and sustainability, in an attempt t… https://t.co/5mHl9LxBUF",0.0,0.0,1.0,0.0
146,CNN,Thu Nov 07 14:22:30 +0000 2019,More than 2 million pounds of poultry products have been recalled in eight states over fears of contamination with… https://t.co/aiCKh66T09,-0.4215,0.0,0.865,0.135
147,CNN,Thu Nov 07 14:10:12 +0000 2019,25-year-old New Zealand lawmaker Chlöe Swarbrick was giving a speech supporting a climate crisis bill when she was… https://t.co/8i1yFgJlMB,0.0516,0.226,0.598,0.175
148,CNN,Thu Nov 07 14:07:44 +0000 2019,"Sen. Bernie Sanders says he would place a moratorium on deportations, end raids by Immigrations and Customs Enforce… https://t.co/bu4vXrgsYh",0.0,0.0,1.0,0.0
149,CNN,Thu Nov 07 13:50:10 +0000 2019,Some Trump voters say they're eager to see what emerges from public hearings. And some Democrats say they're fretti… https://t.co/zLZ7twuXG8,0.3612,0.116,0.884,0.0
150,CNN,Thu Nov 07 13:42:25 +0000 2019,"For years, Midland, Texas, was a quiet corner of the oil patch in the middle of the desert. Then came fracking, and… https://t.co/MUY5qFRXsh",0.0,0.0,1.0,0.0
151,CNN,Thu Nov 07 13:33:52 +0000 2019,"Astronaut Andrew Morgan cast an early vote from space last month, weighing in on a Pennsylvania election, NASA says https://t.co/uean7tgUNE",0.0,0.0,1.0,0.0
152,CNN,Thu Nov 07 13:21:34 +0000 2019,"RT @NewDay: Six swing voters from Pennsylvania, all white women without college degrees, discuss the 2020 race.
Lisa Marie Halecky says she…",0.0,0.0,1.0,0.0
153,CNN,Thu Nov 07 13:10:04 +0000 2019,"Clifton Blackwell, the Milwaukee man accused of throwing acid last week on a US citizen born in Peru, is being char… https://t.co/jMvBbx5r26",-0.296,0.0,0.901,0.099
154,CNN,Thu Nov 07 13:06:02 +0000 2019,"An elderly man in Hawaii was reported missing, and when authorities went to the man's home on Monday, they discover… https://t.co/Yx2zbfpjDK",-0.296,0.0,0.901,0.099
155,CNN,Thu Nov 07 13:02:08 +0000 2019,"A Georgia man who used racial slurs and got into a fight with his targets was then shot and killed by one of them,… https://t.co/N8sIBa9uVH",-0.7964,0.0,0.747,0.253
156,CNN,Thu Nov 07 12:46:54 +0000 2019,Fifteen men found in the back of a truck in southwest England were arrested on Thursday on suspicion of entering th… https://t.co/I96xsJV1z5,-0.6908,0.0,0.769,0.231
157,CNN,Thu Nov 07 12:30:08 +0000 2019,"For months, it has been a behind closed-doors, off-the-record conversation. Bankers and money managers grumbling th… https://t.co/j5DCSxeTyZ",0.0,0.0,1.0,0.0
158,CNN,Thu Nov 07 12:20:44 +0000 2019,"Collins Dictionary has named ""climate strike"" as its word of the year, defining it as ""a form of protest in which p… https://t.co/WY8tpSfCBv",-0.3612,0.0,0.857,0.143
159,CNN,Thu Nov 07 12:10:49 +0000 2019,Two former Twitter employees allegedly used their access to gather sensitive and nonpublic information on dissident… https://t.co/dLxwqXl54a,0.0,0.0,1.0,0.0
160,CNN,Thu Nov 07 11:50:30 +0000 2019,"Do you suffer from insomnia? You may be more likely to suffer a heart attack or stroke or develop heart disease, ac… https://t.co/uU75P2St7U",-0.8779,0.0,0.653,0.347
161,CNN,Thu Nov 07 11:40:17 +0000 2019,More than 100 school-age girls -- including two as young as 12 -- have been strip searched by police in Australia's… https://t.co/yEoeRJfERO,0.0,0.0,1.0,0.0
162,CNN,Thu Nov 07 11:39:23 +0000 2019,"Pringles has unveiled a seasonal food-flavored chip feast, and it's poised to replace the whole Thanksgiving spread. https://t.co/HiGnGooX1o",0.25,0.111,0.889,0.0
163,CNN,Thu Nov 07 11:31:06 +0000 2019,"Just that morning, they had seen the three women and their 14 children off to visit family. Now, loved ones and inv… https://t.co/NlduTsylgO",0.5994,0.151,0.849,0.0
164,CNN,Thu Nov 07 11:27:17 +0000 2019,25-year-old New Zealand lawmaker Chlöe Swarbrick was giving a speech supporting a climate crisis bill when she was… https://t.co/SXym2YFsBR,0.0516,0.226,0.598,0.175
165,CNN,Thu Nov 07 11:20:08 +0000 2019,"Three employees were shot Wednesday evening at a Church's Chicken in Otay Mesa, California, the San Diego Police De… https://t.co/WbnTR6IL9f",0.0,0.0,1.0,0.0
166,CNN,Thu Nov 07 11:11:06 +0000 2019,"Sen. Bernie Sanders says he would place a moratorium on deportations, end raids by Immigrations and Customs Enforce… https://t.co/nFBEvGjdPP",0.0,0.0,1.0,0.0
167,CNN,Thu Nov 07 11:07:09 +0000 2019,Steve McCurry's photos show the complex relationship between humans and animals https://t.co/8q9RgGD34C https://t.co/GyM1TdLlL9,0.0,0.0,1.0,0.0
168,CNN,Thu Nov 07 10:59:54 +0000 2019,"Astronaut Andrew Morgan cast an early vote from space last month, weighing in on a Pennsylvania election, NASA says https://t.co/fcIaSRYs7K",0.0,0.0,1.0,0.0
169,CNN,Thu Nov 07 10:51:07 +0000 2019,"Rather than walking into a sweetheart deal with the US, the UK is likely to be confronted by a phalanx of hard-nose… https://t.co/BoTxTE52UZ",0.5423,0.171,0.757,0.072
170,CNN,Thu Nov 07 10:43:05 +0000 2019,A 10-year-old boy walking home from school in Philadelphia was critically injured Wednesday when he was shot in the… https://t.co/eV6H1TTNnI,-0.4019,0.0,0.87,0.13
171,CNN,Thu Nov 07 10:40:54 +0000 2019,"Former Vice President Joe Biden has sharply escalated his attacks on Sen. Elizabeth Warren in recent days, shifting… https://t.co/UHJmaSU503",-0.4404,0.0,0.861,0.139
172,CNN,Thu Nov 07 10:32:09 +0000 2019,"Saudi Aramco makes more money than any other company on Earth. But low oil prices, the climate crisis and geopoliti… https://t.co/NWcTOiQMDD",-0.8519,0.0,0.696,0.304
173,CNN,Thu Nov 07 10:23:31 +0000 2019,Two former Twitter employees allegedly used their access at the social media giant to gather sensitive and nonpubli… https://t.co/juQ911fawo,0.0,0.0,1.0,0.0
174,CNN,Thu Nov 07 10:14:53 +0000 2019,"Sen. Lindsey Graham criticized House Democrats' impeachment inquiry on Wednesday while also issuing a rebuke, and p… https://t.co/8ZHg6rZyha",-0.3612,0.0,0.865,0.135
175,CNN,Thu Nov 07 10:08:03 +0000 2019,Nine members of a cross-border fentanyl smuggling ring were sentenced at a public hearing in a Chinese courtroom Th… https://t.co/WoshNagJMR,-0.4939,0.0,0.781,0.219
176,CNN,Thu Nov 07 09:59:06 +0000 2019,President Trump and his allies are bracing for open hearings that will preoccupy Washington and bring to life the v… https://t.co/WXGLVYo2HS,0.0,0.0,1.0,0.0
177,CNN,Thu Nov 07 09:50:39 +0000 2019,"Kahzin Daniels believes he can serve as an inspiration for children. The football player, who lost vision in one of… https://t.co/lCda2vGMst",0.4767,0.21,0.7,0.089
178,CNN,Thu Nov 07 09:41:53 +0000 2019,"This week's massacre at the Sonora-Chihuahua border hits home. Not only because that's the region where I grew up,… https://t.co/ikidV5PSjq",0.0,0.0,1.0,0.0
179,CNN,Thu Nov 07 09:36:39 +0000 2019,"The Democratic National Committee will no longer host its sixth debate at the University of California, Los Angeles… https://t.co/eZBfZ8dPkB",-0.296,0.0,0.891,0.109
180,CNN,Thu Nov 07 09:27:13 +0000 2019,"Three employees were shot Wednesday evening at a Church's Chicken in Otay Mesa, California, the San Diego Police De… https://t.co/AvgREuAbJy",0.0,0.0,1.0,0.0
181,CNN,Thu Nov 07 09:25:18 +0000 2019,"A federal judge in New York has blocked HHS' so-called conscience rule, which lets health care workers who cite mor… https://t.co/BXN2VSUl5a",0.2732,0.137,0.773,0.09
182,CNN,Thu Nov 07 09:16:04 +0000 2019,"Euroskeptics have long been fond of claiming that Brexit will turn Britain into an independent, free-trading nation… https://t.co/O901zgvI5e",0.4404,0.146,0.854,0.0
183,CNN,Thu Nov 07 09:09:51 +0000 2019,Former White House chief strategist Steve Bannon is expected to testify against Roger Stone in his trial for lying… https://t.co/WwAIFkaFMG,0.0,0.0,1.0,0.0
184,CNN,Thu Nov 07 09:03:00 +0000 2019,Fact check: Does the 6th Amendment require the whistleblower to face President Trump? https://t.co/gpdoL7Mn0Z https://t.co/ORuFKzNjZD,0.0,0.0,1.0,0.0
185,CNN,Thu Nov 07 08:54:43 +0000 2019,The impeachment inquiry has uncovered at least three examples of the quid pro quo between the Trump administration… https://t.co/cWiRBKtVpg,0.0,0.0,1.0,0.0
186,CNN,Thu Nov 07 08:46:27 +0000 2019,Bud Light Seltzer will debut in the first quarter of 2020 https://t.co/A9nfhVbzHD,0.0,0.0,1.0,0.0
187,CNN,Thu Nov 07 08:38:12 +0000 2019,The US is investigating whether Turkey violated agreements with Washington about the use of US-provided weapons and… https://t.co/LTK3EyVjY2,-0.6369,0.09,0.641,0.269
188,CNN,Thu Nov 07 08:29:54 +0000 2019,"-Kentucky elects first black AG
-Scranton elects first female mayor
-Cyclist who flipped off Trump motorcade wins l… https://t.co/KpHovo5h2f",0.5719,0.171,0.829,0.0
189,CNN,Thu Nov 07 08:21:39 +0000 2019,"As the top US diplomat in Ukraine was working to release frozen security assistance to Kiev, he discovered the focu… https://t.co/3lGFIXdWXS",0.4939,0.181,0.819,0.0
190,CNN,Thu Nov 07 08:13:17 +0000 2019,"Former Vice President Joe Biden bests other candidates in the 2020 Democratic primary, steady with 32%, followed by… https://t.co/oipYZ0cRi5",0.0,0.0,1.0,0.0
191,CNN,Thu Nov 07 08:03:53 +0000 2019,25-year-old New Zealand lawmaker Chlöe Swarbrick was giving a speech supporting a climate crisis bill when she was… https://t.co/M2wXxOfiso,0.0516,0.226,0.598,0.175
192,CNN,Thu Nov 07 07:56:28 +0000 2019,"Gus Buczek, a 62-year-old firefighter and Marine veteran suffering from terminal pancreatic cancer, got one last ri… https://t.co/PebgyoPMNJ",-0.8176,0.0,0.667,0.333
193,CNN,Thu Nov 07 07:47:28 +0000 2019,"For years, Midland, Texas, was a quiet corner of the oil patch in the middle of the desert. Then came fracking, and… https://t.co/joaI4MN3VN",0.0,0.0,1.0,0.0
194,CNN,Thu Nov 07 07:38:39 +0000 2019,"Xerox is reportedly considering buying Hewlett-Packard Inc., but a deal would be complicated by the fact that HP is… https://t.co/MkaqQX8WlA",0.0,0.0,1.0,0.0
195,CNN,Thu Nov 07 07:29:38 +0000 2019,"A warning system was activated by mistake, leading to fears of a hijacking and bringing Amsterdam's Schiphol Airpor… https://t.co/iGjLDnUq48",-0.765,0.0,0.648,0.352
196,CNN,Thu Nov 07 07:20:46 +0000 2019,"Do you suffer from insomnia? You may be more likely to suffer a heart attack or stroke or develop heart disease, ac… https://t.co/9nn11fHP1N",-0.8779,0.0,0.653,0.347
197,CNN,Thu Nov 07 07:12:03 +0000 2019,Recall alert: More than 2 million pounds of poultry products have been recalled in eight states over fears of conta… https://t.co/ScGS4riUvw,-0.1531,0.096,0.783,0.122
198,CNN,Thu Nov 07 07:05:51 +0000 2019,"The death was ruled a homicide after an autopsy found methamphetamine in the stillborn baby's system, police say https://t.co/DMQFBQ6QLp",-0.5994,0.0,0.813,0.187
199,CNN,Thu Nov 07 06:58:02 +0000 2019,"Despite being invisible for days, Rudy Giuliani is emerging (with President Trump) as the most dominant and intrigu… https://t.co/w7eAfCifb1",0.0,0.0,1.0,0.0
200,CBSNews,Thu Nov 07 21:23:48 +0000 2019,"RT @CBSThisMorning: This morning while on her way out of the studio, @Oprah Winfrey crashed our @CBSNews morning meeting and everyone's fac…",0.0,0.0,1.0,0.0
201,CBSNews,Thu Nov 07 21:19:39 +0000 2019,More than 60 endangered turtles disappear from zoo in Japan https://t.co/HQYbzRyxgf https://t.co/lO0EzNjw9D,-0.2263,0.0,0.853,0.147
202,CBSNews,Thu Nov 07 21:11:33 +0000 2019,Facebook has lawsuits coming at them “from every direction because every Attorney General will gain politically if… https://t.co/dmt2MEVWeb,0.4215,0.162,0.762,0.076
203,CBSNews,Thu Nov 07 21:09:32 +0000 2019,"Rapper T.I. says he visits the gynecologist every year with daughter to ""check her hymen"" https://t.co/DgVZpkzcgj https://t.co/OlXBRzC6r1",0.0,0.0,1.0,0.0
204,CBSNews,Thu Nov 07 21:04:09 +0000 2019,.@nxthompson says California’s long-running investigation into Facebook’s privacy practices only became public “bec… https://t.co/cYuSxi3lVf,0.0,0.0,1.0,0.0
205,CBSNews,Thu Nov 07 20:59:45 +0000 2019,"Met Gala 2020 theme announced: It's ""About Time"" https://t.co/lskUrX4NDU https://t.co/3rWDB8sIlt",0.0,0.0,1.0,0.0
206,CBSNews,Thu Nov 07 20:53:29 +0000 2019,“It really appears that the Attorney General does not want to attach his name to any statements related to this cal… https://t.co/dijEty2ZzB,-0.0572,0.0,0.945,0.055
207,CBSNews,Thu Nov 07 20:39:58 +0000 2019,"Chants of ""four more years"" erupted after Vice President Mike Pence arrived at the New Hampshire State House. He wa… https://t.co/bfcmUOQfsE",0.0,0.0,1.0,0.0
208,CBSNews,Thu Nov 07 20:22:35 +0000 2019,"Elizabeth Warren uses the criticism she receives from billionaires regarding her tax plan “to fuel her campaign,”… https://t.co/nVoWKvnq2r",-0.4404,0.0,0.854,0.146
209,CBSNews,Thu Nov 07 20:19:30 +0000 2019,Dating apps turn finding love into a video game – and lots of people lose https://t.co/u8jlJQwdeY https://t.co/IJvO1HjMk4,0.3612,0.211,0.653,0.136
210,CBSNews,Thu Nov 07 20:06:22 +0000 2019,“It's cutting into the housing supply”: Airbnb has suffered a major setback in Jersey City after residents voted to… https://t.co/1eKhj4NxK8,-0.5719,0.0,0.783,0.217
211,CBSNews,Thu Nov 07 20:00:01 +0000 2019,Chicago Police Superintendent Eddie Johnson announces retirement https://t.co/TAL89ec1St https://t.co/RTn8t5HjXO,0.0,0.0,1.0,0.0
212,CBSNews,Thu Nov 07 19:55:53 +0000 2019,JUST IN: New York judge orders Trump to pay $2 million for misusing foundation funds https://t.co/us2vByG3Sm https://t.co/Ef9ubS78Cv,-0.1027,0.0,0.92,0.08
213,CBSNews,Thu Nov 07 19:49:14 +0000 2019,“The country is really struggling”: @iaivanova reports on the housing issue across the United States… https://t.co/Eyvu2lEC3L,0.4215,0.157,0.843,0.0
214,CBSNews,Thu Nov 07 19:39:36 +0000 2019,FBI arrests Puerto Rico senator and 7 others in corruption probe https://t.co/md2IKc5xc8 https://t.co/OzMMrNrz7v,-0.4404,0.0,0.791,0.209
215,CBSNews,Thu Nov 07 19:37:44 +0000 2019,RT @WDYGTN: Many Iowan voters appreciate how 2020 Democratic presidential candidate Mayor @PeteButtigieg talks about his faith and how it i…,0.6705,0.224,0.776,0.0
216,CBSNews,Thu Nov 07 19:26:01 +0000 2019,"RT @FaceTheNation: 65TH ANNIVERSARY: From one moderator to the next, our @Facethenation hosts have passed the baton to their successors ove…",0.2732,0.095,0.905,0.0
217,CBSNews,Thu Nov 07 19:19:42 +0000 2019,"Report says 41% of voters in ""blue wall"" states haven't decided who they'll support in 2020 https://t.co/btU9MH5xiY https://t.co/eB7dNH3Pve",0.4019,0.137,0.863,0.0
218,CBSNews,Thu Nov 07 19:13:20 +0000 2019,“There are absolutely some members that still don't believe climate change is real”: @RebeccaBeitsch explains why t… https://t.co/1d9l6kh1Z6,0.0,0.0,1.0,0.0
219,CBSNews,Thu Nov 07 18:59:48 +0000 2019,"1 in 4 Americans defaulted on their student loans, study finds https://t.co/eFistWw9DS https://t.co/Al4Kv3NUqA",0.0,0.0,1.0,0.0
220,CBSNews,Thu Nov 07 18:27:51 +0000 2019,"“This cuts to the core of the Joe Biden theme"": @ec_schneider says Biden calling Warren an “elitist” is a key part… https://t.co/B4Sd4cSYnH",-0.296,0.0,0.901,0.099
221,CBSNews,Thu Nov 07 18:19:45 +0000 2019,"Dramatic video shows woman ""saved lives"" before being killed, victim's mother says https://t.co/rIjCEzJ48d https://t.co/JCG4Q7vmYS",-0.4019,0.145,0.622,0.233
222,CBSNews,Thu Nov 07 17:59:40 +0000 2019,"""Climate strike"" named word of the year by Collins Dictionary https://t.co/x9Hiicf1UG https://t.co/Y63bCgtURo",-0.128,0.0,0.88,0.12
223,CBSNews,Thu Nov 07 17:39:51 +0000 2019,"Rapper T.I. says he visits the gynecologist every year with daughter to ""check her hymen"" https://t.co/jpJ8RbV85V https://t.co/dwdWAOYxXY",0.0,0.0,1.0,0.0
224,CBSNews,Thu Nov 07 17:19:47 +0000 2019,President Trump wanted Barr to clear his name on Ukraine by holding news conference https://t.co/7ounjQXxLn https://t.co/zom4wHA1Mc,0.3818,0.148,0.852,0.0
225,CBSNews,Thu Nov 07 17:10:06 +0000 2019,"This woman was shocked when her boyfriend proposed on her last day of chemo. Then, he filmed her reaction during an… https://t.co/nUm6BJzJq8",-0.3182,0.0,0.901,0.099
226,CBSNews,Thu Nov 07 17:08:17 +0000 2019,"As most U.S. troops withdraw, others move into Syria to help guard oil fields. @charliecbs says some are criticizin… https://t.co/xWqFWPLiPF",0.4019,0.124,0.876,0.0
227,CBSNews,Thu Nov 07 16:59:59 +0000 2019,Funerals for 9 Americans killed in Mexico ambush draw hundreds of mourners https://t.co/EbM5A5ZF37 https://t.co/PYDKGmNzWm,-0.872,0.0,0.503,0.497
228,CBSNews,Thu Nov 07 16:39:50 +0000 2019,"Chemistry teacher ""froze in pure shock"" after botched experiment set teen on fire https://t.co/35nwvvYtbS https://t.co/rN1orOX063",-0.6124,0.0,0.722,0.278
229,CBSNews,Thu Nov 07 16:25:11 +0000 2019,All Democratic senators running for president support the impeachment of President Trump. @alexwagner explains how… https://t.co/64KEOWHVqe,0.4019,0.153,0.847,0.0
230,CBSNews,Thu Nov 07 16:22:39 +0000 2019,"“It’s not incredibly new territory to have our country be this divided,” @margbrennan says, as she looks back at th… https://t.co/siqoF3vsNf",0.0,0.0,1.0,0.0
231,CBSNews,Thu Nov 07 16:19:34 +0000 2019,More than 2 million pounds of chicken recalled due to possible metal contamination https://t.co/p5oTeY1phX https://t.co/t8u5m2TqYh,0.0,0.0,1.0,0.0
232,CBSNews,Thu Nov 07 16:00:01 +0000 2019,"Oprah reveals ""Olive, Again"" by Elizabeth Strout as new book club pick https://t.co/n8bUKqZUdU https://t.co/qwM1GlRleN",0.0,0.0,1.0,0.0
233,CBSNews,Thu Nov 07 15:39:30 +0000 2019,"Captured al-Baghdadi wife revealed lots of information about ISIS, source says https://t.co/1EDTZhvGRK https://t.co/Idr6VvEzH7",0.0,0.0,1.0,0.0
234,CBSNews,Thu Nov 07 15:21:16 +0000 2019,"Helen Mirren says it's ""flattering"" to be mistaken for Keanu Reeves' girlfriend - but no, she's not dating him… https://t.co/GsFnqsCxNl",-0.5499,0.0,0.789,0.211
235,CBSNews,Thu Nov 07 14:59:52 +0000 2019,Suspect in Milwaukee acid attack on Hispanic man charged with hate crime https://t.co/0vnn2Pbja1 https://t.co/3doL29EKXT,-0.9231,0.0,0.386,0.614
236,CBSNews,Thu Nov 07 14:41:39 +0000 2019,RT @FaceTheNation: WATCH: Moderator @margbrennan takes a look back at 65 years of @FaceTheNation history and what the prolific show strives…,0.0,0.0,1.0,0.0
237,CBSNews,Thu Nov 07 14:39:36 +0000 2019,Elizabeth Warren tells Bill Gates she'll explain her wealth tax to him https://t.co/0taeXNbZRo https://t.co/mRi7KQULTd,0.4939,0.198,0.802,0.0
238,CBSNews,Thu Nov 07 14:20:18 +0000 2019,"Watch the moment a tornado slams into a factory in southern Greece, sending panels and roof tiles flying through th… https://t.co/fgokR2Qij2",0.0,0.0,1.0,0.0
239,CBSNews,Thu Nov 07 14:10:15 +0000 2019,RT @CBSThisMorning: .@Oprah to Texas @GovAbbott on the #FreeRodneyReed movement: “The governor has to pause &amp; look at the 2 million people…,0.0,0.0,1.0,0.0
240,CBSNews,Thu Nov 07 14:09:49 +0000 2019,"RT @WDYGTN: Democrats lost rural voters in Iowa 2-to-1 in the 2016 election. 

How are the 2020 Democratic candidates doing things differen…",-0.3182,0.0,0.901,0.099
241,CBSNews,Thu Nov 07 14:00:01 +0000 2019,Video shows moment 7-month-old baby was found alive after deadly attack in Mexico https://t.co/Afdt8LNxS3 https://t.co/rAE18MtPos,-0.128,0.139,0.695,0.166
242,CBSNews,Thu Nov 07 13:59:16 +0000 2019,Mexican government officials believe the people who ambushed and killed nine Americans mistook them for rival carte… https://t.co/Ri4VXI1XJt,-0.6705,0.0,0.791,0.209
243,CBSNews,Thu Nov 07 13:57:09 +0000 2019,Family members of the nine Americans killed in Mexico believe it was a targeted attack. @BojorquezCBS explains why… https://t.co/ouNOBMx28m,-0.8225,0.0,0.678,0.322
244,CBSNews,Thu Nov 07 13:47:17 +0000 2019,"RT @CBSThisMorning: On November 20th, Rodney Reed is scheduled to be executed in Texas after being convicted of raping &amp; killing 19-year-ol…",-0.8807,0.0,0.685,0.315
245,CBSNews,Thu Nov 07 13:44:15 +0000 2019,Two murder suspects who escaped from a California jail last weekend were captured while trying to cross the souther… https://t.co/Cx54qyLXMt,-0.7964,0.0,0.705,0.295
246,CBSNews,Thu Nov 07 13:29:23 +0000 2019,"The Trump administration is ""beefing up” its communications team to help the White House fight back in real time wh… https://t.co/05vCPCqTvO",0.0258,0.111,0.782,0.107
247,CBSNews,Thu Nov 07 13:19:45 +0000 2019,"Kelsey Berreth's last words were ""please stop,"" Patrick Frazee's girlfriend testifies https://t.co/4649mxpOwh https://t.co/L4xKirr3rr",0.3182,0.161,0.839,0.0
248,CBSNews,Thu Nov 07 13:10:09 +0000 2019,"RT @CBSThisMorning: A groundbreaking new study may have the answer doctors have been looking for to treat PTSD. According to the report, a…",0.4019,0.114,0.886,0.0
249,CBSNews,Thu Nov 07 13:09:58 +0000 2019,RT @CBSThisMorning: Sandra Bullock and Ellen DeGeneres are suing pop-up websites over what they say are misleading ads. The stars filed the…,-0.5859,0.0,0.806,0.194
250,CBSNews,Thu Nov 07 12:39:30 +0000 2019,Mexican officials believe gunmen who killed 9 Americans are Juárez drug cartel members https://t.co/XkQQNdRf2f https://t.co/t49ayuVomb,-0.6705,0.0,0.743,0.257
251,CBSNews,Thu Nov 07 12:19:39 +0000 2019,"""OK boomer"": 25-year-old lawmaker shuts down heckler during climate speech https://t.co/nYBDIdi915 https://t.co/TU3DdBv9Fq",0.4466,0.211,0.789,0.0
252,CBSNews,Thu Nov 07 12:05:04 +0000 2019,RT @CBSThisMorning: RIGHT NOW: We are LIVE. Join us for two hours of news this morning on @CBS. https://t.co/OyhBLXrX3W,0.296,0.109,0.891,0.0
253,CBSNews,Thu Nov 07 11:54:48 +0000 2019,Coming up on @CBSThisMorning: @Oprah joins Studio 57 live to reveal the new @oprahsbookclub selection https://t.co/aIhnOsENpj,0.0,0.0,1.0,0.0
254,CBSNews,Thu Nov 07 11:49:32 +0000 2019,"COMING UP: Magic tricks are helping a paramedic take the worry out of emergency calls.

@CBSThisMorning shows you h… https://t.co/8UjTmK61v0",-0.5859,0.091,0.62,0.289
